CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
492,59,Female,4,71.76,Two-Year,,287.04,No,Yes
344,39,Female,24,48.68,Two-Year,DSL,1168.32,Yes,No
770,63,Female,6,39.26,Month-to-Month,,235.56,No,Yes
309,50,Male,0,49.68,One-Year,DSL,0.0,Yes,Yes
662,39,Male,39,67.77,One-Year,Fiber Optic,2643.03,Yes,No
131,29,Male,2,80.71,Month-to-Month,,161.42,No,Yes
664,39,Female,32,33.55,One-Year,,1073.6,No,Yes
872,37,Male,2,38.55,Month-to-Month,,77.1,No,Yes
100,42,Female,8,119.65,Two-Year,Fiber Optic,957.2,Yes,Yes
373,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No
88,48,Male,11,53.36,One-Year,DSL,586.96,Yes,Yes
459,39,Female,49,54.45,Two-Year,,2668.05,No,Yes
331,44,Male,1,30.06,Month-to-Month,Fiber Optic,30.06,No,Yes
215,41,Female,1,60.18,Month-to-Month,DSL,60.18,Yes,Yes
467,51,Male,19,77.83,One-Year,,1478.77,No,Yes
122,35,Male,0,88.89,Month-to-Month,Fiber Optic,0.0,No,Yes
615,69,Male,5,33.53,Two-Year,Fiber Optic,167.65,Yes,Yes
21,59,Female,6,73.56,One-Year,DSL,441.36,No,Yes
701,39,Female,3,60.1,Month-to-Month,Fiber Optic,180.3,Yes,Yes
72,60,Female,16,54.26,Month-to-Month,Fiber Optic,868.16,Yes,Yes
107,63,Male,10,119.9,Month-to-Month,,1199.0,No,Yes
271,59,Female,5,81.69,Month-to-Month,Fiber Optic,408.45,Yes,Yes
861,47,Male,55,78.63,Month-to-Month,,4324.65,No,Yes
436,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes
103,41,Female,20,52.41,Month-to-Month,Fiber Optic,1048.1999999999998,Yes,Yes
